Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Hora,Pagamento,Custo de Bens Vendidos,Percentual de Margem Bruta,Receita Bruta,Avaliação,Mês,Dia,Turno,Estação
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,19.36,9,8.712,182.952,18:43,Carteira Eletrônica,174.24,4.761904762,8.712,8.7,1,18,noite,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,70.21,6,21.063,442.323,14:58,Dinheiro,421.26,4.761904762,21.063,7.4,3,30,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,33.63,1,1.6815,35.3115,19:55,Dinheiro,33.63,4.761904762,1.6815,5.6,3,20,noite,Primavera
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,15.49,2,1.549,32.529,15:10,Dinheiro,30.98,4.761904762,1.549,6.3,1,16,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,24.74,10,12.37,259.77,16:44,Dinheiro,247.4,4.761904762,12.37,7.1,2,24,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,75.66,5,18.915,397.215,18:22,Carteira Eletrônica,378.3,4.761904762,18.915,7.8,1,15,noite,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,55.81,6,16.743,351.603,11:52,Dinheiro,334.86,4.761904762,16.743,9.9,1,22,manhã,Inverno
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,72.78,10,36.39,764.19,17:24,Dinheiro,727.8,4.761904762,36.39,7.3,2,3,tarde,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,37.32,9,16.794,352.674,15:31,Carteira Eletrônica,335.88,4.761904762,16.794,5.1,3,6,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,60.18,4,12.036,252.756,18:04,Crédito,240.72,4.761904762,12.036,9.4,2,16,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,15.69,3,2.3535,49.4235,14:13,Crédito,47.07,4.761904762,2.3535,5.8,3,14,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,99.69,1,4.9845,104.6745,10:23,Crédito,99.69,4.761904762,4.9845,8.0,2,27,manhã,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,88.15,3,13.2225,277.6725,10:11,Carteira Eletrônica,264.45,4.761904762,13.2225,7.9,1,18,manhã,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,27.93,5,6.9825,146.6325,15:48,Dinheiro,139.65,4.761904762,6.9825,5.9,1,29,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,55.45,1,2.7725,58.2225,17:46,Crédito,55.45,4.761904762,2.7725,4.9,2,26,tarde,Inverno
Mandalay,Ocasional,Feminino,Viagens e Esportes,42.97,3,6.4455,135.3555,11:46,Dinheiro,128.91,4.761904762,6.4455,9.3,2,3,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,17.14,7,5.999,125.979,12:07,Crédito,119.98,4.761904762,5.999,7.9,1,16,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,58.75,6,17.625,370.125,18:14,Crédito,352.5,4.761904762,17.625,5.9,3,24,noite,Primavera
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,87.1,10,43.55,914.55,14:45,Crédito,871.0,4.761904762,43.55,9.9,2,12,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,98.8,2,9.88,207.48,11:39,Dinheiro,197.6,4.761904762,9.88,7.7,2,21,manhã,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,48.63,4,9.726,204.246,15:44,Carteira Eletrônica,194.52,4.761904762,9.726,7.6,2,4,tarde,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,57.74,3,8.661,181.881,13:06,Carteira Eletrônica,173.22,4.761904762,8.661,7.7,2,20,tarde,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,17.97,4,3.594,75.474,20:43,Carteira Eletrônica,71.88,4.761904762,3.594,6.4,2,23,noite,Inverno
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,47.71,6,14.313,300.573,14:19,Carteira Eletrônica,286.26,4.761904762,14.313,4.4,2,16,tarde,Inverno
Mandalay,Ocasional,Feminino,Viagens e Esportes,40.62,2,4.062,85.302,10:01,Crédito,81.24,4.761904762,4.062,4.1,1,17,manhã,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,56.04,10,28.02,588.42,19:30,Carteira Eletrônica,560.4,4.761904762,28.02,4.4,1,14,noite,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,93.4,2,9.34,196.14,16:34,Dinheiro,186.8,4.761904762,9.34,5.5,3,30,tarde,Primavera
Mandalay,Ocasional,Feminino,Saúde e Beleza,73.41,3,11.0115,231.2415,13:10,Carteira Eletrônica,220.23,4.761904762,11.0115,4.0,3,2,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,33.64,8,13.456,282.576,17:10,Crédito,269.12,4.761904762,13.456,9.3,2,15,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,45.48,10,22.74,477.54,10:22,Crédito,454.8,4.761904762,22.74,4.8,3,1,manhã,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,83.77,2,8.377,175.917,19:57,Dinheiro,167.54,4.761904762,8.377,4.6,2,24,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,64.08,7,22.428,470.988,19:29,Crédito,448.56,4.761904762,22.428,7.3,2,19,noite,Inverno
Yangon,Recorrente,Feminino,Comidas e Bebidas,73.47,4,14.694,308.574,18:30,Dinheiro,293.88,4.761904762,14.694,6.0,2,23,noite,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,58.95,10,29.475,618.975,14:27,Carteira Eletrônica,589.5,4.761904762,29.475,8.1,2,7,tarde,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,48.5,6,14.55,305.55,13:57,Carteira Eletrônica,291.0,4.761904762,14.55,9.4,1,11,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,39.48,1,1.974,41.454,19:43,Dinheiro,39.48,4.761904762,1.974,6.5,2,12,noite,Inverno
Mandalay,Ocasional,Feminino,Viagens e Esportes,34.81,1,1.7405,36.5505,10:11,Crédito,34.81,4.761904762,1.7405,7.0,1,14,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,49.32,6,14.796,310.716,13:46,Carteira Eletrônica,295.92,4.761904762,14.796,7.1,1,9,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,21.48,2,2.148,45.108,12:22,Carteira Eletrônica,42.96,4.761904762,2.148,6.6,2,27,tarde,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,23.08,6,6.924,145.404,19:20,Carteira Eletrônica,138.48,4.761904762,6.924,4.9,1,24,noite,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,49.1,2,4.91,103.11,12:58,Crédito,98.2,4.761904762,4.91,6.4,1,8,tarde,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,64.83,2,6.483,136.143,11:59,Crédito,129.66,4.761904762,6.483,8.0,1,8,manhã,Inverno
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,63.56,10,31.78,667.38,17:59,Dinheiro,635.6,4.761904762,31.78,4.3,1,16,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,72.88,2,7.288,153.048,12:51,Dinheiro,145.76,4.761904762,7.288,6.1,3,13,tarde,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,67.1,3,10.065,211.365,10:36,Dinheiro,201.3,4.761904762,10.065,7.5,2,15,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,70.19,9,31.5855,663.2955,13:38,Dinheiro,631.71,4.761904762,31.5855,6.7,1,25,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,55.04,7,19.264,404.544,19:39,Carteira Eletrônica,385.28,4.761904762,19.264,5.2,3,12,noite,Primavera
Yangon,Recorrente,Masculino,Saúde e Beleza,48.63,10,24.315,510.615,12:44,Dinheiro,486.3,4.761904762,24.315,8.8,3,4,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,73.38,7,25.683,539.343,13:56,Dinheiro,513.66,4.761904762,25.683,9.5,2,10,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,52.6,9,23.67,497.07,14:42,Dinheiro,473.4,4.761904762,23.67,7.6,1,16,tarde,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,87.37,5,21.8425,458.6925,19:45,Dinheiro,436.85,4.761904762,21.8425,6.6,1,29,noite,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,27.04,4,5.408,113.568,20:26,Carteira Eletrônica,108.16,4.761904762,5.408,6.9,1,1,noite,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,62.19,4,12.438,261.198,19:46,Carteira Eletrônica,248.76,4.761904762,12.438,4.3,1,6,noite,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,69.58,9,31.311,657.531,19:38,Crédito,626.22,4.761904762,31.311,7.8,2,19,noite,Inverno
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,97.5,10,48.75,1023.75,16:18,Carteira Eletrônica,975.0,4.761904762,48.75,8.0,1,12,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,60.41,8,24.164,507.444,12:23,Carteira Eletrônica,483.28,4.761904762,24.164,9.6,2,7,tarde,Inverno
Mandalay,Ocasional,Masculino,Comidas e Bebidas,32.32,3,4.848,101.808,19:11,Crédito,96.96,4.761904762,4.848,4.3,3,27,noite,Primavera
Mandalay,Recorrente,Feminino,Acessórios de Moda,19.77,10,9.885,207.585,18:57,Crédito,197.7,4.761904762,9.885,5.0,2,27,noite,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,80.47,9,36.2115,760.4415,11:18,Dinheiro,724.23,4.761904762,36.2115,9.2,1,6,manhã,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,88.39,9,39.7755,835.2855,12:40,Dinheiro,795.51,4.761904762,39.7755,6.3,3,2,tarde,Primavera
Mandalay,Ocasional,Masculino,Saúde e Beleza,71.77,7,25.1195,527.5095,14:06,Dinheiro,502.39,4.761904762,25.1195,8.9,3,29,tarde,Primavera
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,43.0,4,8.6,180.6,20:48,Carteira Eletrônica,172.0,4.761904762,8.6,7.6,1,31,noite,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,68.98,1,3.449,72.429,20:13,Dinheiro,68.98,4.761904762,3.449,4.8,1,21,noite,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,15.62,8,6.248,131.208,20:37,Carteira Eletrônica,124.96,4.761904762,6.248,9.1,1,20,noite,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,25.7,3,3.855,80.955,17:59,Carteira Eletrônica,77.1,4.761904762,3.855,6.1,1,17,tarde,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,80.62,6,24.186,507.906,20:18,Dinheiro,483.72,4.761904762,24.186,9.1,2,28,noite,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,75.53,4,15.106,317.226,15:52,Carteira Eletrônica,302.12,4.761904762,15.106,8.3,3,19,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,77.63,9,34.9335,733.6035,15:14,Carteira Eletrônica,698.67,4.761904762,34.9335,7.2,2,19,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,13.85,9,6.2325,130.8825,12:50,Carteira Eletrônica,124.65,4.761904762,6.2325,6.0,2,4,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,98.7,8,39.48,829.08,10:36,Carteira Eletrônica,789.6,4.761904762,39.48,8.5,1,31,manhã,Inverno
Yangon,Ocasional,Feminino,Saúde e Beleza,35.68,5,8.92,187.32,18:33,Crédito,178.4,4.761904762,8.92,6.6,2,6,noite,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,71.46,7,25.011,525.231,16:06,Carteira Eletrônica,500.22,4.761904762,25.011,4.5,3,28,tarde,Primavera
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,11.94,3,1.791,37.611,12:47,Crédito,35.82,4.761904762,1.791,8.1,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,45.38,3,6.807,142.947,13:34,Crédito,136.14,4.761904762,6.807,7.2,2,17,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,17.48,6,5.244,110.124,15:04,Crédito,104.88,4.761904762,5.244,6.1,1,18,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,25.56,7,8.946,187.866,20:42,Dinheiro,178.92,4.761904762,8.946,7.1,2,2,noite,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,90.63,9,40.7835,856.4535,15:28,Dinheiro,815.67,4.761904762,40.7835,5.1,1,18,tarde,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,44.12,3,6.618,138.978,13:45,Crédito,132.36,4.761904762,6.618,7.9,3,18,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,36.77,7,12.8695,270.2595,20:10,Dinheiro,257.39,4.761904762,12.8695,7.4,1,11,noite,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,23.34,4,4.668,98.028,18:53,Carteira Eletrônica,93.36,4.761904762,4.668,7.4,2,4,noite,Inverno
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,28.5,8,11.4,239.4,14:24,Dinheiro,228.0,4.761904762,11.4,6.6,2,6,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,55.57,3,8.3355,175.0455,11:42,Crédito,166.71,4.761904762,8.3355,5.9,1,8,manhã,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,69.74,10,34.87,732.27,17:49,Crédito,697.4,4.761904762,34.87,8.9,3,5,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,97.26,4,19.452,408.492,15:33,Carteira Eletrônica,389.04,4.761904762,19.452,6.8,3,16,tarde,Primavera
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,52.18,7,18.263,383.523,10:54,Dinheiro,365.26,4.761904762,18.263,9.3,3,9,manhã,Primavera
Yangon,Recorrente,Feminino,Acessórios de Moda,22.32,4,4.464,93.744,16:23,Crédito,89.28,4.761904762,4.464,4.4,3,1,tarde,Primavera
Yangon,Ocasional,Masculino,Saúde e Beleza,56.0,3,8.4,176.4,19:33,Carteira Eletrônica,168.0,4.761904762,8.4,4.8,2,28,noite,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,19.7,1,0.985,20.685,11:39,Carteira Eletrônica,19.7,4.761904762,0.985,9.5,2,8,manhã,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,75.88,7,26.558,557.718,10:38,Carteira Eletrônica,531.16,4.761904762,26.558,8.9,1,24,manhã,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,53.72,1,2.686,56.406,20:03,Carteira Eletrônica,53.72,4.761904762,2.686,6.4,3,1,noite,Primavera
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,81.95,10,40.975,860.475,12:39,Crédito,819.5,4.761904762,40.975,6.0,3,10,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,81.2,7,28.42,596.82,15:59,Crédito,568.4,4.761904762,28.42,8.1,3,23,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,58.76,10,29.38,616.98,14:26,Carteira Eletrônica,587.6,4.761904762,29.38,9.0,1,29,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,91.56,8,36.624,769.104,18:22,Carteira Eletrônica,732.48,4.761904762,36.624,6.0,1,12,noite,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,93.96,9,42.282,887.922,11:32,Dinheiro,845.64,4.761904762,42.282,9.8,3,20,manhã,Primavera
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,55.61,7,19.4635,408.7335,12:41,Dinheiro,389.27,4.761904762,19.4635,8.5,3,23,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,84.83,1,4.2415,89.0715,15:20,Carteira Eletrônica,84.83,4.761904762,4.2415,8.8,1,14,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,71.63,2,7.163,150.423,14:33,Carteira Eletrônica,143.26,4.761904762,7.163,8.8,2,12,tarde,Inverno
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,37.69,2,3.769,79.149,15:29,Carteira Eletrônica,75.38,4.761904762,3.769,9.5,2,20,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,31.67,8,12.668,266.028,16:19,Crédito,253.36,4.761904762,12.668,5.6,1,2,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,38.42,1,1.921,40.341,16:33,Dinheiro,38.42,4.761904762,1.921,8.6,2,2,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios de Moda,65.23,10,32.615,684.915,19:07,Crédito,652.3,4.761904762,32.615,5.2,1,8,noite,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,10.53,5,2.6325,55.2825,14:43,Crédito,52.65,4.761904762,2.6325,5.8,1,30,tarde,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,12.29,9,5.5305,116.1405,19:28,Crédito,110.61,4.761904762,5.5305,8.0,3,26,noite,Primavera
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,81.23,7,28.4305,597.0405,20:44,Dinheiro,568.61,4.761904762,28.4305,9.0,1,15,noite,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,22.32,4,4.464,93.744,11:16,Carteira Eletrônica,89.28,4.761904762,4.464,4.1,3,14,manhã,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,27.28,5,6.82,143.22,10:31,Crédito,136.4,4.761904762,6.82,8.6,2,3,manhã,Inverno
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,17.42,10,8.71,182.91,12:30,Carteira Eletrônica,174.2,4.761904762,8.71,7.0,2,22,tarde,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,73.28,5,18.32,384.72,15:05,Carteira Eletrônica,366.4,4.761904762,18.32,8.4,1,24,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,84.87,3,12.7305,267.3405,18:30,Carteira Eletrônica,254.61,4.761904762,12.7305,7.4,1,25,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,97.29,8,38.916,817.236,13:18,Crédito,778.32,4.761904762,38.916,6.2,3,9,tarde,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,35.74,8,14.296,300.216,15:28,Carteira Eletrônica,285.92,4.761904762,14.296,4.9,2,17,tarde,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,96.52,6,28.956,608.076,11:52,Dinheiro,579.12,4.761904762,28.956,4.5,1,11,manhã,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,18.85,10,9.425,197.925,18:24,Carteira Eletrônica,188.5,4.761904762,9.425,5.6,2,27,noite,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,55.39,4,11.078,232.638,15:19,Carteira Eletrônica,221.56,4.761904762,11.078,8.0,3,25,tarde,Primavera
Mandalay,Recorrente,Feminino,Comidas e Bebidas,77.2,10,38.6,810.6,10:38,Crédito,772.0,4.761904762,38.6,5.6,2,11,manhã,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,72.13,10,36.065,757.365,15:12,Crédito,721.3,4.761904762,36.065,4.2,1,31,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,63.88,8,25.552,536.592,17:48,Carteira Eletrônica,511.04,4.761904762,25.552,9.9,1,20,tarde,Inverno
Yangon,Recorrente,Feminino,Saúde e Beleza,10.69,5,2.6725,56.1225,11:07,Carteira Eletrônica,53.45,4.761904762,2.6725,7.6,3,26,manhã,Primavera
Yangon,Recorrente,Masculino,Saúde e Beleza,55.5,4,11.1,233.1,15:48,Crédito,222.0,4.761904762,11.1,6.6,1,20,tarde,Inverno
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,95.46,8,38.184,801.864,19:40,Carteira Eletrônica,763.68,4.761904762,38.184,4.7,3,5,noite,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,76.06,3,11.409,239.589,20:30,Crédito,228.18,4.761904762,11.409,9.8,1,5,noite,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,13.69,6,4.107,86.247,13:59,Dinheiro,82.14,4.761904762,4.107,6.3,2,13,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,95.64,4,19.128,401.688,18:51,Dinheiro,382.56,4.761904762,19.128,7.9,3,16,noite,Primavera
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,11.43,6,3.429,72.009,17:24,Dinheiro,68.58,4.761904762,3.429,7.7,1,15,tarde,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,95.54,4,19.108,401.268,11:58,Carteira Eletrônica,382.16,4.761904762,19.108,4.5,2,26,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,85.87,7,30.0545,631.1445,19:01,Crédito,601.09,4.761904762,30.0545,8.0,2,27,noite,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,67.99,7,23.7965,499.7265,16:50,Carteira Eletrônica,475.93,4.761904762,23.7965,5.7,2,17,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,52.42,1,2.621,55.041,10:22,Crédito,52.42,4.761904762,2.621,6.3,2,6,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,65.65,2,6.565,137.865,16:46,Dinheiro,131.3,4.761904762,6.565,6.0,1,17,tarde,Inverno
Mandalay,Ocasional,Feminino,Comidas e Bebidas,28.86,5,7.215,151.515,18:08,Crédito,144.3,4.761904762,7.215,8.0,1,22,noite,Inverno
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,65.31,7,22.8585,480.0285,18:02,Crédito,457.17,4.761904762,22.8585,4.2,3,5,noite,Primavera
Mandalay,Ocasional,Masculino,Viagens e Esportes,93.38,1,4.669,98.049,13:07,Dinheiro,93.38,4.761904762,4.669,9.6,1,3,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,25.25,5,6.3125,132.5625,17:52,Dinheiro,126.25,4.761904762,6.3125,6.1,3,20,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,87.87,9,39.5415,830.3715,20:32,Carteira Eletrônica,790.83,4.761904762,39.5415,5.6,1,31,noite,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,21.8,8,8.72,183.12,19:24,Dinheiro,174.4,4.761904762,8.72,8.3,2,19,noite,Inverno
Yangon,Ocasional,Feminino,Viagens e Esportes,94.76,4,18.952,397.992,16:06,Carteira Eletrônica,379.04,4.761904762,18.952,7.8,2,11,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,30.62,1,1.531,32.151,14:14,Crédito,30.62,4.761904762,1.531,4.1,2,5,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Casa e Estilo de Vida,44.01,8,17.604,369.684,17:36,Dinheiro,352.08,4.761904762,17.604,8.8,3,3,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,10.16,5,2.54,53.34,13:08,Carteira Eletrônica,50.8,4.761904762,2.54,4.1,2,24,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,74.58,7,26.103,548.163,16:09,Crédito,522.06,4.761904762,26.103,9.0,2,4,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,71.89,8,28.756,603.876,11:33,Carteira Eletrônica,575.12,4.761904762,28.756,5.5,2,19,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,10.99,5,2.7475,57.6975,10:18,Crédito,54.95,4.761904762,2.7475,9.3,1,23,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,60.47,3,9.0705,190.4805,10:55,Crédito,181.41,4.761904762,9.0705,5.6,1,14,manhã,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,58.91,7,20.6185,432.9885,15:15,Carteira Eletrônica,412.37,4.761904762,20.6185,9.7,1,17,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,46.41,1,2.3205,48.7305,20:06,Crédito,46.41,4.761904762,2.3205,4.0,3,3,noite,Primavera
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,68.55,4,13.71,287.91,20:21,Crédito,274.2,4.761904762,13.71,9.2,2,15,noite,Inverno
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,97.37,10,48.685,1022.385,13:48,Crédito,973.7,4.761904762,48.685,4.9,1,15,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,92.6,7,32.41,680.61,12:52,Crédito,648.2,4.761904762,32.41,9.3,2,27,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,46.61,2,4.661,97.881,12:28,Crédito,93.22,4.761904762,4.661,6.6,2,26,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios de Moda,27.18,2,2.718,57.078,16:26,Carteira Eletrônica,54.36,4.761904762,2.718,4.3,3,15,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,60.87,1,3.0435,63.9135,13:24,Dinheiro,60.87,4.761904762,3.0435,5.5,1,24,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,24.49,10,12.245,257.145,15:15,Dinheiro,244.9,4.761904762,12.245,8.1,2,22,tarde,Inverno
Mandalay,Ocasional,Masculino,Saúde e Beleza,92.78,1,4.639,97.419,10:50,Crédito,92.78,4.761904762,4.639,9.8,3,15,manhã,Primavera
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,86.69,5,21.6725,455.1225,18:38,Carteira Eletrônica,433.45,4.761904762,21.6725,9.4,2,11,noite,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,23.01,6,6.903,144.963,16:45,Carteira Eletrônica,138.06,4.761904762,6.903,7.9,1,12,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,30.2,8,12.08,253.68,19:30,Carteira Eletrônica,241.6,4.761904762,12.08,5.1,3,3,noite,Primavera
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,67.39,7,23.5865,495.3165,13:23,Carteira Eletrônica,471.73,4.761904762,23.5865,6.9,3,23,tarde,Primavera
Yangon,Recorrente,Feminino,Acessórios de Moda,48.96,9,22.032,462.672,11:27,Dinheiro,440.64,4.761904762,22.032,8.0,3,4,manhã,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,75.59,9,34.0155,714.3255,11:12,Dinheiro,680.31,4.761904762,34.0155,8.0,2,23,manhã,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,77.47,4,15.494,325.374,16:36,Dinheiro,309.88,4.761904762,15.494,4.2,3,17,tarde,Primavera
